1 12
2 13
3 16
4 19
5 30
6 32
7 39
8 50
9 58
10 73
11 85
12 103
13 131
14 167
15 187
16 226
17 261
18 300
19 343
20 408
21 447
22 492
23 525
24 585
25 623
26 678
27 733
28 744
29 817
30 895
31 980
32 1190
33 1310
